player,team,season,type
Claudio Filippi,Juventus,2019-2020,club
Jorge Silva,Portugal,2001-2002,nation
Nelson,Portugal,2001-2002,nation
Quim,Portugal,2001-2002,nation
Ricardo,Portugal,2001-2002,nation
Vitor Baia,Portugal,2001-2002,nation
Abel Xavier,Portugal,2001-2002,nation
Beto,Portugal,2001-2002,nation
Dimas,Portugal,2001-2002,nation
Fernando Couto,Portugal,2001-2002,nation
Fernando Meira,Portugal,2001-2002,nation
Frechaut,Portugal,2001-2002,nation
Joao Pinto,Portugal,2001-2002,nation
Jorge Andrade,Portugal,2001-2002,nation
Jorge Costa,Portugal,2001-2002,nation
Jorge Ribeiro,Portugal,2001-2002,nation
Marco Caneira,Portugal,2001-2002,nation
Mario Silva,Portugal,2001-2002,nation
Nuno Valente,Portugal,2001-2002,nation
Paulo Ferreira,Portugal,2001-2002,nation
Ricardo Rocha,Portugal,2001-2002,nation
Rui Jorge,Portugal,2001-2002,nation
Bino,Portugal,2001-2002,nation
Boa Morte,Portugal,2001-2002,nation
Costinha,Portugal,2001-2002,nation
Hugo Viana,Portugal,2001-2002,nation
Luis Figo,Portugal,2001-2002,nation
Marco Ferreira,Portugal,2001-2002,nation
Neca,Portugal,2001-2002,nation
Nuno Assis,Portugal,2001-2002,nation
Paulo Bento,Portugal,2001-2002,nation
Paulo Sousa,Portugal,2001-2002,nation
Pedro Barbosa,Portugal,2001-2002,nation
Pedro Mendes,Portugal,2001-2002,nation
Petit,Portugal,2001-2002,nation
Rui Costa,Portugal,2001-2002,nation
Sergio Conceicao,Portugal,2001-2002,nation
Simao,Portugal,2001-2002,nation
Tiago,Portugal,2001-2002,nation
Vidigal,Portugal,2001-2002,nation
Capucho,Portugal,2001-2002,nation
Joao Vieira Pinto,Portugal,2001-2002,nation
Nuno Gomes,Portugal,2001-2002,nation
Pauleta,Portugal,2001-2002,nation
Romeu,Portugal,2001-2002,nation
Agostinho Oliveira,Portugal,2001-2002,nation
Oliveira,Portugal,2001-2002,nation
Bruno Vale,Portugal,2002-2003,nation
Quim,Portugal,2002-2003,nation
Ricardo,Portugal,2002-2003,nation
Beto,Portugal,2002-2003,nation
Fernando Couto,Portugal,2002-2003,nation
Fernando Meira,Portugal,2002-2003,nation
Frechaut,Portugal,2002-2003,nation
Jorge Andrade,Portugal,2002-2003,nation
Marco Caneira,Portugal,2002-2003,nation
Miguel,Portugal,2002-2003,nation
Nuno Valente,Portugal,2002-2003,nation
Paulo Ferreira,Portugal,2002-2003,nation
Ricardo Carvalho,Portugal,2002-2003,nation
Ricardo Rocha,Portugal,2002-2003,nation
Rogerio Matias,Portugal,2002-2003,nation
Rui Jorge,Portugal,2002-2003,nation
Boa Morte,Portugal,2002-2003,nation
Costinha,Portugal,2002-2003,nation
Deco,Portugal,2002-2003,nation
Hugo Viana,Portugal,2002-2003,nation
Luis Figo,Portugal,2002-2003,nation
Luis Loureiro,Portugal,2002-2003,nation
Maniche,Portugal,2002-2003,nation
Pedro Mendes,Portugal,2002-2003,nation
Rui Costa,Portugal,2002-2003,nation
Sergio Conceicao,Portugal,2002-2003,nation
Silas,Portugal,2002-2003,nation
Tiago,Portugal,2002-2003,nation
Helder Postiga,Portugal,2002-2003,nation
Nuno Gomes,Portugal,2002-2003,nation
Pauleta,Portugal,2002-2003,nation
Ricardo Quaresma,Portugal,2002-2003,nation
Simao,Portugal,2002-2003,nation
Luiz Felipe Scolari,Portugal,2002-2003,nation
Quim,Portugal,2003-2004,nation
Ricardo,Portugal,2003-2004,nation
Beto,Portugal,2003-2004,nation
Fernando Couto,Portugal,2003-2004,nation
Fernando Meira,Portugal,2003-2004,nation
Frechaut,Portugal,2003-2004,nation
Jorge Andrade,Portugal,2003-2004,nation
Miguel,Portugal,2003-2004,nation
Nuno Valente,Portugal,2003-2004,nation
Paulo Ferreira,Portugal,2003-2004,nation
Ricardo Carvalho,Portugal,2003-2004,nation
Rui Jorge,Portugal,2003-2004,nation
Boa Morte,Portugal,2003-2004,nation
Costinha,Portugal,2003-2004,nation
Deco,Portugal,2003-2004,nation
Hugo Viana,Portugal,2003-2004,nation
Luis Figo,Portugal,2003-2004,nation
Maniche,Portugal,2003-2004,nation
Petit,Portugal,2003-2004,nation
Rui Costa,Portugal,2003-2004,nation
Tiago,Portugal,2003-2004,nation
Helder Postiga,Portugal,2003-2004,nation
Hugo Almeida,Portugal,2003-2004,nation
Nuno Gomes,Portugal,2003-2004,nation
Pauleta,Portugal,2003-2004,nation
Simao,Portugal,2003-2004,nation
Luiz Felipe Scolari,Portugal,2003-2004,nation
Paulo Santos,Portugal,2004-2005,nation
Quim,Portugal,2004-2005,nation
Ricardo,Portugal,2004-2005,nation
Fernando Meira,Portugal,2004-2005,nation
Frechaut,Portugal,2004-2005,nation
Jorge Andrade,Portugal,2004-2005,nation
Jorge Ribeiro,Portugal,2004-2005,nation
Marco Caneira,Portugal,2004-2005,nation
Miguel,Portugal,2004-2005,nation
Nuno Valente,Portugal,2004-2005,nation
Paulo Ferreira,Portugal,2004-2005,nation
Ricardo Carvalho,Portugal,2004-2005,nation
Ricardo Costa,Portugal,2004-2005,nation
Rogerio Matias,Portugal,2004-2005,nation
Alex,Portugal,2004-2005,nation
Boa Morte,Portugal,2004-2005,nation
Costinha,Portugal,2004-2005,nation
Deco,Portugal,2004-2005,nation
Hugo Viana,Portugal,2004-2005,nation
Joao Alves,Portugal,2004-2005,nation
Joao Moutinho,Portugal,2004-2005,nation
Luis Figo,Portugal,2004-2005,nation
Maniche,Portugal,2004-2005,nation
Manuel Fernandes,Portugal,2004-2005,nation
Petit,Portugal,2004-2005,nation
Tiago,Portugal,2004-2005,nation
Helder Postiga,Portugal,2004-2005,nation
Nuno Gomes,Portugal,2004-2005,nation
Pauleta,Portugal,2004-2005,nation
Ricardo Quaresma,Portugal,2004-2005,nation
Simao,Portugal,2004-2005,nation
Luiz Felipe Scolari,Portugal,2004-2005,nation
Quim,Portugal,2005-2006,nation
Ricardo,Portugal,2005-2006,nation
Fernando Meira,Portugal,2005-2006,nation
Jorge Andrade,Portugal,2005-2006,nation
Marco Caneira,Portugal,2005-2006,nation
Miguel,Portugal,2005-2006,nation
Nuno Valente,Portugal,2005-2006,nation
Paulo Ferreira,Portugal,2005-2006,nation
Ricardo Carvalho,Portugal,2005-2006,nation
Ricardo Costa,Portugal,2005-2006,nation
Ricardo Rocha,Portugal,2005-2006,nation
Boa Morte,Portugal,2005-2006,nation
Carlos Martins,Portugal,2005-2006,nation
Costinha,Portugal,2005-2006,nation
Deco,Portugal,2005-2006,nation
Hugo Viana,Portugal,2005-2006,nation
Joao Moutinho,Portugal,2005-2006,nation
Luis Figo,Portugal,2005-2006,nation
Maniche,Portugal,2005-2006,nation
Petit,Portugal,2005-2006,nation
Tiago,Portugal,2005-2006,nation
Helder Postiga,Portugal,2005-2006,nation
Hugo Almeida,Portugal,2005-2006,nation
Nani,Portugal,2005-2006,nation
Nuno Gomes,Portugal,2005-2006,nation
Pauleta,Portugal,2005-2006,nation
Ricardo Quaresma,Portugal,2005-2006,nation
Simao,Portugal,2005-2006,nation
Luiz Felipe Scolari,Portugal,2005-2006,nation
Daniel Fernandes,Portugal,2006-2007,nation
Quim,Portugal,2006-2007,nation
Ricardo,Portugal,2006-2007,nation
Antunes,Portugal,2006-2007,nation
Bosingwa,Portugal,2006-2007,nation
Bruno Alves,Portugal,2006-2007,nation
Fernando Meira,Portugal,2006-2007,nation
Jorge Andrade,Portugal,2006-2007,nation
Manuel Da Costa,Portugal,2006-2007,nation
Marco Caneira,Portugal,2006-2007,nation
Miguel,Portugal,2006-2007,nation
Paulo Ferreira,Portugal,2006-2007,nation
Ricardo Carvalho,Portugal,2006-2007,nation
Deco,Portugal,2006-2007,nation
Duda,Portugal,2006-2007,nation
Hugo Viana,Portugal,2006-2007,nation
Joao Moutinho,Portugal,2006-2007,nation
Petit,Portugal,2006-2007,nation
Raul Meireles,Portugal,2006-2007,nation
Tiago,Portugal,2006-2007,nation
Helder Postiga,Portugal,2006-2007,nation
Joao Tomas,Portugal,2006-2007,nation
Nani,Portugal,2006-2007,nation
Nuno Gomes,Portugal,2006-2007,nation
Ricardo Quaresma,Portugal,2006-2007,nation
Simao,Portugal,2006-2007,nation
Luiz Felipe Scolari,Portugal,2006-2007,nation
Quim,Portugal,2007-2008,nation
Ricardo,Portugal,2007-2008,nation
Rui Patricio,Portugal,2007-2008,nation
Antunes,Portugal,2007-2008,nation
Bosingwa,Portugal,2007-2008,nation
Bruno Alves,Portugal,2007-2008,nation
Fernando Meira,Portugal,2007-2008,nation
Jorge Ribeiro,Portugal,2007-2008,nation
Marco Caneira,Portugal,2007-2008,nation
Miguel,Portugal,2007-2008,nation
Miguel Veloso,Portugal,2007-2008,nation
Paulo Ferreira,Portugal,2007-2008,nation
Pepe,Portugal,2007-2008,nation
Ricardo Carvalho,Portugal,2007-2008,nation
Carlos Martins,Portugal,2007-2008,nation
Cesar Peixoto,Portugal,2007-2008,nation
Deco,Portugal,2007-2008,nation
Duda,Portugal,2007-2008,nation
Joao Moutinho,Portugal,2007-2008,nation
Maniche,Portugal,2007-2008,nation
Manuel Fernandes,Portugal,2007-2008,nation
Petit,Portugal,2007-2008,nation
Raul Meireles,Portugal,2007-2008,nation
Tiago,Portugal,2007-2008,nation
Danny,Portugal,2007-2008,nation
Helder Postiga,Portugal,2007-2008,nation
Hugo Almeida,Portugal,2007-2008,nation
Ariza Makukula,Portugal,2007-2008,nation
Nani,Portugal,2007-2008,nation
Nuno Gomes,Portugal,2007-2008,nation
Ricardo Quaresma,Portugal,2007-2008,nation
Simao,Portugal,2007-2008,nation
Carlos Queiroz,Portugal,2007-2008,nation
Luiz Felipe Scolari,Portugal,2007-2008,nation
Beto,Portugal,2008-2009,nation
Daniel Fernandes,Portugal,2008-2009,nation
Eduardo,Portugal,2008-2009,nation
Moreira,Portugal,2008-2009,nation
Bosingwa,Portugal,2008-2009,nation
Brandao,Portugal,2008-2009,nation
Bruno Alves,Portugal,2008-2009,nation
Eliseu,Portugal,2008-2009,nation
Miguel,Portugal,2008-2009,nation
Nelson,Portugal,2008-2009,nation
Paulo Ferreira,Portugal,2008-2009,nation
Pepe,Portugal,2008-2009,nation
Ricardo Carvalho,Portugal,2008-2009,nation
Rolando,Portugal,2008-2009,nation
Ze Castro,Portugal,2008-2009,nation
Boa Morte,Portugal,2008-2009,nation
Deco,Portugal,2008-2009,nation
Duda,Portugal,2008-2009,nation
Joao Moutinho,Portugal,2008-2009,nation
Maniche,Portugal,2008-2009,nation
Raul Meireles,Portugal,2008-2009,nation
Tiago,Portugal,2008-2009,nation
Danny,Portugal,2008-2009,nation
Edinho,Portugal,2008-2009,nation
Hugo Almeida,Portugal,2008-2009,nation
Nani,Portugal,2008-2009,nation
Orlando Sa,Portugal,2008-2009,nation
Simao,Portugal,2008-2009,nation
Carlos Queiroz,Portugal,2008-2009,nation
Beto,Portugal,2009-2010,nation
Daniel Fernandes,Portugal,2009-2010,nation
Eduardo,Portugal,2009-2010,nation
Hilario,Portugal,2009-2010,nation
Rui Patricio,Portugal,2009-2010,nation
Bosingwa,Portugal,2009-2010,nation
Bruno Alves,Portugal,2009-2010,nation
Joao Pereira,Portugal,2009-2010,nation
Miguel,Portugal,2009-2010,nation
Paulo Ferreira,Portugal,2009-2010,nation
Pepe,Portugal,2009-2010,nation
Ricardo Carvalho,Portugal,2009-2010,nation
Ricardo Costa,Portugal,2009-2010,nation
Rolando,Portugal,2009-2010,nation
Tonel,Portugal,2009-2010,nation
Ze Castro,Portugal,2009-2010,nation
Carlos Martins,Portugal,2009-2010,nation
Deco,Portugal,2009-2010,nation
Duda,Portugal,2009-2010,nation
Fabio Coentrao,Portugal,2009-2010,nation
Joao Moutinho,Portugal,2009-2010,nation
Manuel Fernandes,Portugal,2009-2010,nation
Miguel Veloso,Portugal,2009-2010,nation
Paulo Machado,Portugal,2009-2010,nation
Pedro Mendes,Portugal,2009-2010,nation
Raul Meireles,Portugal,2009-2010,nation
Tiago,Portugal,2009-2010,nation
Danny,Portugal,2009-2010,nation
Helder Postiga,Portugal,2009-2010,nation
Hugo Almeida,Portugal,2009-2010,nation
Liedson,Portugal,2009-2010,nation
Nani,Portugal,2009-2010,nation
Simao,Portugal,2009-2010,nation
Varela,Portugal,2009-2010,nation
Paulo Bento,Portugal,2009-2010,nation
Carlos Queiroz,Portugal,2009-2010,nation
Eduardo,Portugal,2010-2011,nation
Quim,Portugal,2010-2011,nation
Rui Patricio,Portugal,2010-2011,nation
Ventura,Portugal,2010-2011,nation
Bosingwa,Portugal,2010-2011,nation
Bruno Alves,Portugal,2010-2011,nation
Joao Pereira,Portugal,2010-2011,nation
Nelson,Portugal,2010-2011,nation
Pepe,Portugal,2010-2011,nation
Ricardo Carvalho,Portugal,2010-2011,nation
Rolando,Portugal,2010-2011,nation
Silvio,Portugal,2010-2011,nation
Andre Santos,Portugal,2010-2011,nation
Carlos Martins,Portugal,2010-2011,nation
Castro,Portugal,2010-2011,nation
Fabio Coentrao,Portugal,2010-2011,nation
Joao Moutinho,Portugal,2010-2011,nation
Miguel Veloso,Portugal,2010-2011,nation
Paulo Machado,Portugal,2010-2011,nation
Raul Meireles,Portugal,2010-2011,nation
Ruben Micael,Portugal,2010-2011,nation
Danny,Portugal,2010-2011,nation
Helder Postiga,Portugal,2010-2011,nation
Hugo Almeida,Portugal,2010-2011,nation
Nani,Portugal,2010-2011,nation
Nuno Gomes,Portugal,2010-2011,nation
Ricardo Quaresma,Portugal,2010-2011,nation
Varela,Portugal,2010-2011,nation
Paulo Bento,Portugal,2010-2011,nation
Beto,Portugal,2011-2012,nation
Eduardo,Portugal,2011-2012,nation
Rui Patricio,Portugal,2011-2012,nation
Bruno Alves,Portugal,2011-2012,nation
Joao Pereira,Portugal,2011-2012,nation
Miguel Lopes,Portugal,2011-2012,nation
Nelson,Portugal,2011-2012,nation
Pepe,Portugal,2011-2012,nation
Ricardo Costa,Portugal,2011-2012,nation
Rolando,Portugal,2011-2012,nation
Silvio,Portugal,2011-2012,nation
Carlos Martins,Portugal,2011-2012,nation
Custodio,Portugal,2011-2012,nation
Fabio Coentrao,Portugal,2011-2012,nation
Helder Barbosa,Portugal,2011-2012,nation
Hugo Viana,Portugal,2011-2012,nation
Joao Moutinho,Portugal,2011-2012,nation
Manuel Fernandes,Portugal,2011-2012,nation
Miguel Veloso,Portugal,2011-2012,nation
Paulo Machado,Portugal,2011-2012,nation
Raul Meireles,Portugal,2011-2012,nation
Ruben Amorim,Portugal,2011-2012,nation
Ruben Micael,Portugal,2011-2012,nation
Eder,Portugal,2011-2012,nation
Helder Postiga,Portugal,2011-2012,nation
Hugo Almeida,Portugal,2011-2012,nation
Nani,Portugal,2011-2012,nation
Nelson Oliveira,Portugal,2011-2012,nation
Pizzi,Portugal,2011-2012,nation
Ricardo Quaresma,Portugal,2011-2012,nation
Varela,Portugal,2011-2012,nation
Paulo Bento,Portugal,2011-2012,nation
Anthony Lopes,Portugal,2012-2013,nation
Beto,Portugal,2012-2013,nation
Eduardo,Portugal,2012-2013,nation
Rui Patricio,Portugal,2012-2013,nation
Antunes,Portugal,2012-2013,nation
Bruno Alves,Portugal,2012-2013,nation
Joao Pereira,Portugal,2012-2013,nation
Neto,Portugal,2012-2013,nation
Pepe,Portugal,2012-2013,nation
Ricardo Costa,Portugal,2012-2013,nation
Sereno,Portugal,2012-2013,nation
Silvio,Portugal,2012-2013,nation
Vieirinha,Portugal,2012-2013,nation
Adrien Silva,Portugal,2012-2013,nation
Andre Gomes,Portugal,2012-2013,nation
Andre Martins,Portugal,2012-2013,nation
Custodio,Portugal,2012-2013,nation
Fabio Coentrao,Portugal,2012-2013,nation
Joao Moutinho,Portugal,2012-2013,nation
Josue,Portugal,2012-2013,nation
Miguel Veloso,Portugal,2012-2013,nation
Paulo Machado,Portugal,2012-2013,nation
Raul Meireles,Portugal,2012-2013,nation
Ruben Amorim,Portugal,2012-2013,nation
Ruben Micael,Portugal,2012-2013,nation
Bruno Gama,Portugal,2012-2013,nation
Danny,Portugal,2012-2013,nation
Eder,Portugal,2012-2013,nation
Helder Postiga,Portugal,2012-2013,nation
Hugo Almeida,Portugal,2012-2013,nation
Lica,Portugal,2012-2013,nation
Nani,Portugal,2012-2013,nation
Nelson Oliveira,Portugal,2012-2013,nation
Pizzi,Portugal,2012-2013,nation
Varela,Portugal,2012-2013,nation
Paulo Bento,Portugal,2012-2013,nation
Anthony Lopes,Portugal,2013-2014,nation
Beto,Portugal,2013-2014,nation
Eduardo,Portugal,2013-2014,nation
Rui Patricio,Portugal,2013-2014,nation
Andre Almeida,Portugal,2013-2014,nation
Antunes,Portugal,2013-2014,nation
Bosingwa,Portugal,2013-2014,nation
Bruno Alves,Portugal,2013-2014,nation
Cedric Soares,Portugal,2013-2014,nation
Eliseu,Portugal,2013-2014,nation
Ivo Pinto,Portugal,2013-2014,nation
Joao Pereira,Portugal,2013-2014,nation
Jose Fonte,Portugal,2013-2014,nation
Miguel Lopes,Portugal,2013-2014,nation
Neto,Portugal,2013-2014,nation
Pepe,Portugal,2013-2014,nation
Raphael Guerreiro,Portugal,2013-2014,nation
Ricardo Carvalho,Portugal,2013-2014,nation
Ricardo Costa,Portugal,2013-2014,nation
Rolando,Portugal,2013-2014,nation
Tiago,Portugal,2013-2014,nation
Vieirinha,Portugal,2013-2014,nation
Adrien Silva,Portugal,2013-2014,nation
Andre Gomes,Portugal,2013-2014,nation
Fabio Coentrao,Portugal,2013-2014,nation
Joao Mario,Portugal,2013-2014,nation
Joao Moutinho,Portugal,2013-2014,nation
Josue,Portugal,2013-2014,nation
Miguel Veloso,Portugal,2013-2014,nation
Raul Meireles,Portugal,2013-2014,nation
Ruben Amorim,Portugal,2013-2014,nation
William Carvalho,Portugal,2013-2014,nation
Danny,Portugal,2013-2014,nation
Eder,Portugal,2013-2014,nation
Edinho,Portugal,2013-2014,nation
Helder Postiga,Portugal,2013-2014,nation
Hugo Almeida,Portugal,2013-2014,nation
Ivan Cavaleiro,Portugal,2013-2014,nation
Nani,Portugal,2013-2014,nation
Rafa Silva,Portugal,2013-2014,nation
Ricardo Quaresma,Portugal,2013-2014,nation
Varela,Portugal,2013-2014,nation
Fernando Santos,Portugal,2013-2014,nation
Paulo Bento,Portugal,2013-2014,nation
Anthony Lopes,Portugal,2014-2015,nation
Beto,Portugal,2014-2015,nation
Eduardo,Portugal,2014-2015,nation
Marafona,Portugal,2014-2015,nation
Rui Patricio,Portugal,2014-2015,nation
Ventura,Portugal,2014-2015,nation
Andre Almeida,Portugal,2014-2015,nation
Andre Pinto,Portugal,2014-2015,nation
Antunes,Portugal,2014-2015,nation
Bosingwa,Portugal,2014-2015,nation
Bruno Alves,Portugal,2014-2015,nation
Cedric Soares,Portugal,2014-2015,nation
Daniel Carrico,Portugal,2014-2015,nation
Eliseu,Portugal,2014-2015,nation
Jose Fonte,Portugal,2014-2015,nation
Neto,Portugal,2014-2015,nation
Paulo Oliveira,Portugal,2014-2015,nation
Pepe,Portugal,2014-2015,nation
Raphael Guerreiro,Portugal,2014-2015,nation
Ricardo Carvalho,Portugal,2014-2015,nation
Tiago Pinto,Portugal,2014-2015,nation
Vieirinha,Portugal,2014-2015,nation
Adrien Silva,Portugal,2014-2015,nation
Andre Andre,Portugal,2014-2015,nation
Andre Gomes,Portugal,2014-2015,nation
Bernardo Silva,Portugal,2014-2015,nation
Danilo,Portugal,2014-2015,nation
Fabio Coentrao,Portugal,2014-2015,nation
Joao Mario,Portugal,2014-2015,nation
Joao Moutinho,Portugal,2014-2015,nation
Miguel Veloso,Portugal,2014-2015,nation
Ricardo Pereira,Portugal,2014-2015,nation
Ruben Neves,Portugal,2014-2015,nation
Tiago,Portugal,2014-2015,nation
William Carvalho,Portugal,2014-2015,nation
Danny,Portugal,2014-2015,nation
Eder,Portugal,2014-2015,nation
Goncalo Guedes,Portugal,2014-2015,nation
Hugo Almeida,Portugal,2014-2015,nation
Ivan Cavaleiro,Portugal,2014-2015,nation
Lucas Joao,Portugal,2014-2015,nation
Nani,Portugal,2014-2015,nation
Nelson Oliveira,Portugal,2014-2015,nation
Pizzi,Portugal,2014-2015,nation
Rafa Silva,Portugal,2014-2015,nation
Ricardo Quaresma,Portugal,2014-2015,nation
Rui Fonte,Portugal,2014-2015,nation
Ukra,Portugal,2014-2015,nation
Varela,Portugal,2014-2015,nation
Fernando Santos,Portugal,2014-2015,nation
Anthony Lopes,Portugal,2015-2016,nation
Eduardo,Portugal,2015-2016,nation
Rui Patricio,Portugal,2015-2016,nation
Bruno Alves,Portugal,2015-2016,nation
Cedric Soares,Portugal,2015-2016,nation
Eliseu,Portugal,2015-2016,nation
Joao Cancelo,Portugal,2015-2016,nation
Jose Fonte,Portugal,2015-2016,nation
Neto,Portugal,2015-2016,nation
Pepe,Portugal,2015-2016,nation
Raphael Guerreiro,Portugal,2015-2016,nation
Ricardo Carvalho,Portugal,2015-2016,nation
Vieirinha,Portugal,2015-2016,nation
Adrien Silva,Portugal,2015-2016,nation
Andre Gomes,Portugal,2015-2016,nation
Bernardo Silva,Portugal,2015-2016,nation
Danilo,Portugal,2015-2016,nation
Joao Mario,Portugal,2015-2016,nation
Joao Moutinho,Portugal,2015-2016,nation
Renato Sanches,Portugal,2015-2016,nation
William Carvalho,Portugal,2015-2016,nation
Andre Silva,Portugal,2015-2016,nation
Danny,Portugal,2015-2016,nation
Eder,Portugal,2015-2016,nation
Nani,Portugal,2015-2016,nation
Rafa Silva,Portugal,2015-2016,nation
Ricardo Quaresma,Portugal,2015-2016,nation
Fernando Santos,Portugal,2015-2016,nation
Anthony Lopes,Portugal,2016-2017,nation
Beto,Portugal,2016-2017,nation
Bruno Varela,Portugal,2016-2017,nation
Jose Sa,Portugal,2016-2017,nation
Marafona,Portugal,2016-2017,nation
Rui Patricio,Portugal,2016-2017,nation
Antunes,Portugal,2016-2017,nation
Bruno Alves,Portugal,2016-2017,nation
Cedric Soares,Portugal,2016-2017,nation
Edgar Ie,Portugal,2016-2017,nation
Eliseu,Portugal,2016-2017,nation
Joao Cancelo,Portugal,2016-2017,nation
Jose Fonte,Portugal,2016-2017,nation
Nelson Semedo,Portugal,2016-2017,nation
Neto,Portugal,2016-2017,nation
Pepe,Portugal,2016-2017,nation
Raphael Guerreiro,Portugal,2016-2017,nation
Ricardo Ferreira,Portugal,2016-2017,nation
Ricardo Pereira,Portugal,2016-2017,nation
Adrien Silva,Portugal,2016-2017,nation
Andre Gomes,Portugal,2016-2017,nation
Bernardo Silva,Portugal,2016-2017,nation
Bruma,Portugal,2016-2017,nation
Bruno Fernandes,Portugal,2016-2017,nation
Danilo,Portugal,2016-2017,nation
Joao Mario,Portugal,2016-2017,nation
Joao Moutinho,Portugal,2016-2017,nation
Manuel Fernandes,Portugal,2016-2017,nation
Renato Sanches,Portugal,2016-2017,nation
Kevin Rodrigues,Portugal,2016-2017,nation
Rony Lopes,Portugal,2016-2017,nation
Ruben Neves,Portugal,2016-2017,nation
William Carvalho,Portugal,2016-2017,nation
Andre Silva,Portugal,2016-2017,nation
Eder,Portugal,2016-2017,nation
Gelson Martins,Portugal,2016-2017,nation
Goncalo Guedes,Portugal,2016-2017,nation
Goncalo Paciencia,Portugal,2016-2017,nation
Nani,Portugal,2016-2017,nation
Pizzi,Portugal,2016-2017,nation
Ricardo Quaresma,Portugal,2016-2017,nation
Fernando Santos,Portugal,2016-2017,nation
Anthony Lopes,Portugal,2017-2018,nation
Beto,Portugal,2017-2018,nation
Claudio Ramos,Portugal,2017-2018,nation
Rui Patricio,Portugal,2017-2018,nation
Bruno Alves,Portugal,2017-2018,nation
Cedric Soares,Portugal,2017-2018,nation
Joao Cancelo,Portugal,2017-2018,nation
Jose Fonte,Portugal,2017-2018,nation
Mario Rui,Portugal,2017-2018,nation
Neto,Portugal,2017-2018,nation
Pedro Mendes,Portugal,2017-2018,nation
Pepe,Portugal,2017-2018,nation
Raphael Guerreiro,Portugal,2017-2018,nation
Ricardo Pereira,Portugal,2017-2018,nation
Rolando,Portugal,2017-2018,nation
Ruben Dias,Portugal,2017-2018,nation
Adrien Silva,Portugal,2017-2018,nation
Andre Gomes,Portugal,2017-2018,nation
Bernardo Silva,Portugal,2017-2018,nation
Bruma,Portugal,2017-2018,nation
Bruno Fernandes,Portugal,2017-2018,nation
Danilo,Portugal,2017-2018,nation
Gedson Fernandes,Portugal,2017-2018,nation
Joao Mario,Portugal,2017-2018,nation
Joao Moutinho,Portugal,2017-2018,nation
Manuel Fernandes,Portugal,2017-2018,nation
Renato Sanches,Portugal,2017-2018,nation
Kevin Rodrigues,Portugal,2017-2018,nation
Rony Lopes,Portugal,2017-2018,nation
Ruben Neves,Portugal,2017-2018,nation
Sergio Oliveira,Portugal,2017-2018,nation
William Carvalho,Portugal,2017-2018,nation
Andre Silva,Portugal,2017-2018,nation
Eder,Portugal,2017-2018,nation
Gelson Martins,Portugal,2017-2018,nation
Goncalo Guedes,Portugal,2017-2018,nation
Helder Costa,Portugal,2017-2018,nation
Pizzi,Portugal,2017-2018,nation
Rafa Silva,Portugal,2017-2018,nation
Ricardo Quaresma,Portugal,2017-2018,nation
Fernando Santos,Portugal,2017-2018,nation
